X	male.estimate	male.SE	male.pval	male.padj	male.fold_change	female.estimate	female.SE	female.pval	female.padj	female.fold_change	gene	Chr	P_start	P_end
ILMN_1705733	0.0593559690696635	0.0244067612971755	0.0150178721289685	0.999885543678052	-1.04236174446696	0.147820703074914	0.0348060446223079	2.16667746397797e-05	0.112667228126854	-1.10940516301102	RPRD2	1	150445636	150445685
ILMN_1705737	0.189455846206759	0.0190959233473967	3.36441470944527e-23	3.60328815381588e-19	-1.14122784821204	0.301593361937084	0.0252384117396675	6.51006175381244e-33	7.37785298559564e-29	-1.23650670351642	IMPDH2	3	49062187	49062329
ILMN_1705743	-0.369132652361698	0.0262084859170089	4.73190721638078e-45	5.55999097924742e-41	1.29536860256455	-0.372705634388343	0.0401115438842673	1.51800640041202e-20	1.51011276712988e-16	1.314169390144	ARHGEF40	14	21557892	21557941
ILMN_1705746	0.117757115747169	0.0250265075902072	2.53498391944338e-06	0.01721507579694	-1.08569108306343	0.256694721606949	0.0329962401620729	7.28035265046008e-15	6.38414123918845e-11	-1.19338629015676	LSG1	3	194361795	194361844
ILMN_1705750	-0.0803403844650182	0.0257932989067191	0.00184083774089229	0.999885543678052	1.07838219776055	-0.0462685333914396	0.0341572523509847	0.17555325235734	0.99938540358928	1.06092423404239	TGM2	20	36757131	36757180
ILMN_1705753	-0.0140594818625573	0.020453390157605	0.491836196654936	0.999885543678052	1.01490331073024	0.0541043520601153	0.0265842417110714	0.0418303621303116	0.99938540358928	-1.02999034307192	C3orf26	3	99890728	99891193
ILMN_1705774	0.146045176006746	0.0202457378076658	5.44813555338954e-13	4.92511454026414e-09	-1.11028070667139	0.178140231651744	0.030498467944396	5.19018846058273e-09	3.65181660086601e-05	-1.13341480890197	TIGD5	8	144682335	144682384
ILMN_1705783	0.0178617643129917	0.0109324057034341	0.102293169832923	0.999885543678052	-1.01159775151806	0.0399193073947511	0.0164701107961787	0.0153614937031455	0.99938540358928	-1.02540684970003	NXF1	11	62559858	62559907
ILMN_1705871	0.126059992230741	0.0160560760994942	4.11967245713975e-15	3.91286489979133e-11	-1.08598035085487	0.223671501047105	0.0211456963334851	3.78380446357348e-26	4.07175198325142e-22	-1.16461994506136	DDHD2	8	38118166	38118215
ILMN_1705876	0.0841654519903623	0.0238971683348654	0.000428329489066889	0.999885543678052	-1.06055154034796	0.0988362308333328	0.0342754223445059	0.00393171528460258	0.99938540358928	-1.07233389533138	NAP1L1	12	76441990	76442039
ILMN_1705900	-0.0582272750141967	0.0255517428789781	0.0226790422369297	0.999885543678052	1.06262906832607	-0.110482620365966	0.0357581250417765	0.00200344774059108	0.99938540358928	1.10379646791412	ATXN10	22	46240221	46240271
ILMN_1705907	-0.0820875159874982	0.0192883871227984	2.08302943484236e-05	0.129960206439815	1.05372828139655	-0.133189710714678	0.0265025326940871	5.02000878536998e-07	0.0030742490369125	1.09349328913304	NUP153	6	17616029	17616078
ILMN_1705908	0.197675051274441	0.0207601375674932	1.70112397804767e-21	1.7841388281764e-17	-1.14616386620199	0.251632157341759	0.0294052728341762	1.15459292417906e-17	1.08231540712545e-13	-1.1911376361581	RPL7L1	6	42854212	42854261
ILMN_1705922	0.0185717101976472	0.020033556315371	0.353910893896491	0.999885543678052	-1.00801919990041	-0.046098237992976	0.0310951902946288	0.138210566715346	0.99938540358928	1.03834393123417	BAIAP2	17	79089661	79089711
ILMN_1705928	0.0774780938678147	0.0192511573616708	5.7073675574202e-05	0.33793323307485	-1.0559860705094	0.0294827944421833	0.0292039474608556	0.312711767434679	0.99938540358928	-1.01457431957148	SNRNP200	2	96940214	96940263
ILMN_1705953	-0.186488079335527	0.0252891670031422	1.65300288839179e-13	1.51431594605572e-09	1.13469485678973	-0.21902860001767	0.0314101912200402	3.09878007588396e-12	2.50722295939771e-08	1.15992545266283	LONRF1	8	12579929	12579978
ILMN_1706005	0.105730166145074	0.0231524381948142	4.95469789581481e-06	0.0328149641639815	-1.0721848259655	0.184299934739488	0.0319727177682406	8.20035656279617e-09	5.69924781114334e-05	-1.13945588081771	GALT	9	34649046	34649423
ILMN_1706015	0.177613112802163	0.0204578261939696	3.89159431434311e-18	3.89198347377454e-14	-1.13828005056228	0.244812136174433	0.0282723142978801	4.75601007384626e-18	4.49442951978472e-14	-1.1955709391501	FAM43A	3	194409702	194409751
ILMN_1706057	0.116357718971074	0.0142853575981854	3.78518790122354e-16	3.66519744475475e-12	-1.08444222644666	0.171613858511624	0.0193000337711995	6.0075877621605e-19	5.80453129579948e-15	-1.12821082616235	CS	12	56665618	56665667
ILMN_1706075	-0.072394795075145	0.0162105162455407	7.97270913918991e-06	0.0518226094047344	1.04340013675021	-0.147484816419292	0.0220045344539188	2.04920277837292e-11	1.60800942018923e-07	1.09841416681586	SF3B1	2	198257720	198257769
ILMN_1706094	0.046870592241618	0.0136800928467745	0.000612112874164678	0.999885543678052	-1.03797874017593	0.088410135551469	0.0200263665834286	1.01156351068772e-05	0.0546446608473506	-1.06770329952447	HECTD1	14	31569740	31569789
ILMN_1706117	0.211405844664706	0.031844721068802	3.16576698601381e-11	2.72572537495789e-07	-1.15265767208604	0.324440167216541	0.0417442347494219	7.71983818845024e-15	6.76489420453895e-11	-1.2447263507551	RPS15A	16	18800322	18800371
ILMN_1706149	0.174862297084143	0.0280755611748436	4.71600753717073e-10	3.89966663248648e-06	-1.13330189890372	0.293479956804933	0.0357380530940218	2.17581701535698e-16	1.9815165558856e-12	-1.2309507121256	PDCD2L	19	34912443	34912492
ILMN_1706200	-0.0478050228470548	0.0205288276477578	0.0198761471359403	0.999885543678052	1.04327506489402	-0.0822895348281492	0.0286806768796919	0.0041155973899636	0.99938540358928	1.0666138306262	MED15	22	20929449	20929498
ILMN_1706213	-0.0734286611043215	0.0217523351596262	0.000736367268277414	0.999885543678052	1.06396705705684	-0.116103858147471	0.0330931228295847	0.000450813443317588	0.99938540358928	1.09737409616522	C16orf96	16	4606491	4606540
ILMN_1706217	-0.486509974113122	0.0293377636597687	9.23974666246553e-62	1.09897546803365e-57	1.39684870411982	-0.65931559776403	0.0446503674339388	2.42029606180872e-49	2.87676389906584e-45	1.57065499162773	TLR4	9	120477001	120477052
ILMN_1706238	0.189596843062273	0.018799073678769	6.40804586701474e-24	6.9117182721621e-20	-1.14773226445596	0.28705003521145	0.0252638528309452	6.45847903031601e-30	7.17472435477806e-26	-1.22653528567015	CSE1L	20	47711477	47712911
ILMN_1706246	-0.000365130375337977	0.0216547271935296	0.986547136685763	0.999885543678052	-1.00255937817202	-0.00845656853371645	0.0328492434859248	0.796842433944555	0.99938540358928	1.00384997647986	CCT5	5	10266270	10266319
ILMN_1706261	-0.245296393782304	0.0213399026802417	1.40220726068403e-30	1.58140934859945e-26	1.18476057284511	-0.36497033744093	0.0277623511585641	1.78865850400329e-39	2.08593354736864e-35	1.28968080580144	SLCO3A1	15	92715296	92715345
ILMN_1706266	0.023715296705057	0.0244714567486438	0.332495135235798	0.999885543678052	-1.01258914652172	0.0263883681958905	0.034314670718851	0.441886625589003	0.99938540358928	-1.01307235146089	RNF157	17	74140157	74140206
ILMN_1706268	-0.119431630204359	0.0276700493245605	1.58681982392185e-05	0.100160067285947	1.08205930495129	-0.167430114502218	0.0374311036280663	7.71221816289566e-06	0.042208970005528	1.12144550856639	PTGDR	14	52742861	52742910
ILMN_1706273	0.00332753754238448	0.0147735664029307	0.821795761799903	0.999885543678052	1.00705770582981	0.035673792197838	0.0196368000759054	0.0692660460078673	0.99938540358928	-1.01379111345081	MOB2	11	1490803	1490852
ILMN_1706275	0.0812457845588164	0.0181565684849376	7.65070852130714e-06	0.0498367153077947	-1.05841457074199	0.140293408284191	0.0287374196102492	1.05064838107185e-06	0.00625135786737751	-1.09467764465142	C8orf33	8	146280816	146280865
ILMN_1706304	-0.238303617356055	0.0241945518261379	6.89033960179502e-23	7.3581936607569e-19	1.1767134325223	-0.390295915829524	0.0315316929204731	3.44262990356373e-35	3.95386044424294e-31	1.30619427888558	EIF2C4	1	36320781	36320830
ILMN_1706305	0.0856269697475272	0.0296163719162782	0.00383769050504733	0.999885543678052	-1.06706970188496	0.0279507298515505	0.0448307165925845	0.532973908431063	0.99938540358928	-1.01857013400954	COX16,SYNJ2BP-COX16	14	70793091	70793140
ILMN_1706326	0.0737335299455799	0.0182405752507819	5.29337536700008e-05	0.314849966829165	-1.05612622514677	0.110529178624842	0.0228326727340404	1.29295341753109e-06	0.00761808153609318	-1.08748423512682	MRPL33	2	27994625	27995548
ILMN_1706342	-0.378208249653398	0.0236883752886599	2.20531705651474e-57	2.6181524094943e-53	1.29795197733464	-0.492081821843307	0.033184405281493	9.55558709571437e-50	1.13635041742235e-45	1.41052401282221	ZNF746	7	149170065	149170114
ILMN_1706344	0.0557514041630874	0.0221025982805979	0.0116559929915477	0.999885543678052	-1.03723630494385	0.0393620718343753	0.0334925981392415	0.239895955270892	0.99938540358928	-1.02879280402732	ABHD6	3	58280118	58280167
ILMN_1706357	-0.198423198476061	0.0307739701828571	1.1351473396145e-10	9.58631928304445e-07	1.14661095990233	-0.125191570259851	0.0408339041910801	0.00217035374903238	0.99938540358928	1.09274730296741	RFX2	19	5993432	5993481
ILMN_1706376	0.0916762365334415	0.0140029095613851	5.87271632196353e-11	5.01295065242807e-07	-1.06850673259087	0.101754457265234	0.0201494011179016	4.4181217428867e-07	0.00271935393274676	-1.07496705730711	OSBP	11	59342024	59342073
ILMN_1706386	0.00497354044526039	0.0277105561483194	0.857559408234776	0.999885543678052	-1.00238424067098	0.0447551829254972	0.0409039667903669	0.273888042182503	0.99938540358928	-1.02781239295529	SLC39A4	8	145638191	145638241
ILMN_1706410	-0.0616349214499719	0.0265503916931714	0.0202635552510833	0.999885543678052	1.04486322154886	-0.146530713200041	0.0349803718960509	2.8025927544402e-05	0.143801034230327	1.10882580411789	HUS1B	6	656238	656287
ILMN_1706413	0.000792124354344241	0.0168635387959759	0.962535061104683	0.999885543678052	-1.0011034214816	0.0236636066093422	0.0243112217865599	0.330373680724697	0.99938540358928	-1.01791133637362	RRNAD1	1	156705640	156705690
ILMN_1706418	-0.129027309593137	0.0241224739575812	8.8518618623215e-08	0.000659463708742952	1.09980342228959	-0.133238288750539	0.0365808269999741	0.000270214549782121	0.99938540358928	1.10603200633179	EHMT1	9	140678611	140678660
ILMN_1706426	0.107262788936239	0.0169734120996963	2.62479865734119e-10	2.18960703995402e-06	-1.08457092885522	0.181849466307922	0.0248488358158821	2.51265168125291e-13	2.10736096506682e-09	-1.14169919233927	DSTN	20	17588355	17588405
ILMN_1706434	-0.0816141358802142	0.0201098142908898	4.94051860760042e-05	0.294652529757289	1.09196502884535	-0.105311635454546	0.0306479905986931	0.00059000563478556	0.99938540358928	1.11674169032769	CSDAP1	16	31579837	31579886
ILMN_1706455	0.148248258847129	0.0214315710218629	4.60385246566311e-12	4.05829594848203e-08	-1.1100732549649	0.240881415349825	0.0267694669939424	2.29105540707647e-19	2.23011333324824e-15	-1.18587895554977	TTC5	14	20757584	20757633
ILMN_1706483	-0.0985548538471873	0.0242938090247007	4.9752019983975e-05	0.296621543144459	1.08868310895161	-0.218396279687818	0.0372210059553467	4.42269750081256e-09	3.12419351457399e-05	1.1799861184374	C1orf116	1	207194161	207194210
ILMN_1706498	-0.0380095170847812	0.0201736954870991	0.0595497245982343	0.999885543678052	1.01726363070489	-0.197074276098863	0.0268086021911589	1.96496669336539e-13	1.65351947246698e-09	1.1284011193778	DSE	6	116759154	116759203
ILMN_1706502	-0.308882168103947	0.0290567619174546	2.15412692921382e-26	2.37104751098565e-22	1.23530398539944	-0.451492360894705	0.0375355417078805	2.52009056521808e-33	2.86181484586165e-29	1.35241332060865	EIF2AK2	2	37333731	37333780
ILMN_1706511	-0.0901302004007999	0.0201044789270143	7.35696767489356e-06	0.0479895001433307	1.06783955250063	-0.0101932062861572	0.0316477726697744	0.747389895149659	0.99938540358928	1.01071489566456	TEF	22	41795063	41795112
ILMN_1706521	-0.0744941839489531	0.019600637860633	0.000144346159680714	0.812380186683058	1.05324443730836	-0.184142075607688	0.02204167258362	6.58388095508659e-17	6.06704630011229e-13	1.13667227585152	CSNK1G2	19	1981244	1981293
ILMN_1706523	-0.242137124824824	0.0247773611840982	1.47738797909799e-22	1.57179307096235e-18	1.18523681376403	-0.372474647259888	0.0337424228080906	2.48426433070451e-28	2.73045492587733e-24	1.29186383223882	FCGR2A	1	161475235	161475284
ILMN_1706531	-0.253989464354062	0.0251301596011724	5.14573075874198e-24	5.55841836559309e-20	1.19416350975112	-0.370587303893019	0.0381520816191554	2.64308814124179e-22	2.70493640374685e-18	1.30265945189525	ABCC5	3	183637872	183637921
ILMN_1706539	-0.145733754555964	0.0201962326750917	5.35831162011774e-13	4.84605702923448e-09	1.1006163611552	-0.275724766213244	0.0269682805736639	1.54754415880284e-24	1.63513515819108e-20	1.20895966649394	KDM3B	5	137772301	137772350
ILMN_1706546	-0.112946537019686	0.0237468141751784	1.97191285041244e-06	0.0135233783281285	1.08508530904539	-0.170224055332786	0.0307540941244041	3.11220019593822e-08	0.00020854853512982	1.12823466769853	MAX	14	65544072	65544121
ILMN_1706553	-0.147900482179278	0.0166385883253978	6.1658976260331e-19	6.24482111564632e-15	1.10903924322004	-0.146199108440284	0.0243106925437314	1.8124866380117e-09	1.30553412535983e-05	1.10857786535878	SMG7	1	183523005	183523055
ILMN_1706571	0.0916389206710289	0.0242614908585763	0.000158642898209155	0.887131086785595	-1.06831350407885	0.209321058755669	0.0297639698534744	2.02575211424399e-12	1.64734161930321e-08	-1.15886753324613	SLC35D2	9	99083222	99083271
ILMN_1706583	0.0295187052316186	0.0217843857220246	0.17540494183753	0.999885543678052	-1.02380609943739	0.136424565529157	0.0315012242609238	1.48588641784543e-05	0.0787519801458078	-1.10043525770752	DLAT	11	111934330	111934379
ILMN_1706598	-0.389783481995531	0.0296961544795168	2.34535284901326e-39	2.72811443397222e-35	1.30986163915911	-0.396744218732361	0.0450788151056689	1.35453192547201e-18	1.29750613140964e-14	1.32699624586892	ACPL2	3	141012656	141012707
ILMN_1706610	0.0978606846748809	0.0205512564099503	1.91887125318735e-06	0.0131768888956375	-1.07277616051414	0.204190252473226	0.0259420534356064	3.51779707983803e-15	3.1167682127365e-11	-1.15918802481419	PLEKHA8P1	12	45566923	45566972
ILMN_1706635	-0.198347848996855	0.0349921246085133	1.44173456424136e-08	0.000111777680765633	1.16476521019378	-0.192961455139832	0.0393823429917376	9.59857156367575e-07	0.0057286783222782	1.17399044051551	ELANE	19	856175	856224
ILMN_1706652	0.0434705847875333	0.0215218207267981	0.0434002256416877	0.999885543678052	-1.02753814668153	0.0362174249655665	0.0319892457671997	0.257560859973591	0.99938540358928	-1.02386011865447	OGG1	3	9792665	9792714
ILMN_1706677	-0.187051573289138	0.0256118467197946	2.80747423510822e-13	2.55929351272465e-09	1.13326523740109	-0.304649986356199	0.0380724108788976	1.22556698167105e-15	1.09688244859559e-11	1.23321220593047	MAPK1	22	22114080	22114129
ILMN_1706687	0.115668670525678	0.016613365799916	3.34556579694776e-12	2.96350218293633e-08	-1.08582226074273	0.106062772897816	0.02322668809675	4.96128343050881e-06	0.0276343487079341	-1.08284633541008	KLHL5	4	39123552	39123603
ILMN_1706706	-0.0582773971617908	0.0141276249648419	3.70627117676682e-05	0.22474828415914	1.04098156841389	-0.102116722361557	0.0194901191409646	1.61090908586742e-07	0.00102518254224603	1.06859867545506	DCAF7	17	61666470	61666519
ILMN_1706722	-0.0624655184824774	0.0243058747495677	0.0101705515859211	0.999885543678052	1.05568386175167	-0.212936486989685	0.0338894822884526	3.31542197628679e-10	2.47529404749572e-06	1.1754877535995	CD200	3	112054789	112054838
ILMN_1706734	0.08041204148777	0.0199164903464154	5.40329573735453e-05	0.320955766798859	-1.05889148168239	0.170105950196809	0.027608743216756	7.2146843721536e-10	5.3078432925934e-06	-1.12679626856542	ZNF451	6	57034629	57034679
ILMN_1706764	0.0436155354246507	0.0218429583675033	0.0458493208942075	0.999885543678052	-1.03232644425769	0.109429449369206	0.0293560492130672	0.000193263802729504	0.883795369882022	-1.07805087243988	GOLPH3L	1	150618965	150619014
ILMN_1706779	0.138392130915828	0.0181715530149212	2.61927290961274e-14	2.44404355195965e-10	-1.09913511042149	0.236431473421387	0.0271907618010318	3.4595468353776e-18	3.28207208272273e-14	-1.17358297954141	LIG1	19	48619143	48619192
ILMN_1706817	0.0248957191427178	0.0210799104353337	0.237596223276454	0.999885543678052	-1.02061895497974	0.05166117458283	0.027007531572549	0.0557681219079203	0.99938540358928	-1.04165460010974	SERP1	3	150260799	150260848
ILMN_1706825	-0.15965327501622	0.0272486371304591	4.65301668311186e-09	3.697752358069e-05	1.1142826465128	-0.266473002329052	0.0324008751195258	1.9641070659118e-16	1.79067641199179e-12	1.19960510131268	PKN2	1	89299030	89299079
ILMN_1706839	0.019415514247784	0.020640828711525	0.34689123567455	0.999885543678052	-1.00726375970896	0.0482261106723463	0.0322019442417521	0.134233340010183	0.99938540358928	-1.03487285289937	TCERG1	5	145890524	145890574
ILMN_1706859	0.161205903692282	0.0219026443482516	1.83756729844286e-13	1.68137407807522e-09	-1.11966836825725	0.247975280168528	0.0334466742296462	1.22500665696435e-13	1.03733563711741e-09	-1.19035131471218	C22orf32	22	42480169	42480218
ILMN_1706873	-0.0484256077796371	0.0290396117680366	0.095400964639909	0.999885543678052	1.03062909540844	-0.0250826617861928	0.043117226028268	0.560747343914036	0.99938540358928	1.01442070943014	RPL34	4	109551226	109551275
ILMN_1706935	0.0813220611246326	0.0220116492666258	0.000220318991333439	0.999885543678052	-1.05277897167799	0.127153858044139	0.0275200364520086	3.82982021803433e-06	0.0215618878275333	-1.08429637608107	CCDC136	7	128462074	128462131
ILMN_1706959	0.142345535666696	0.015483988157584	3.81752331665072e-20	3.93166726381858e-16	-1.10350223607162	0.16106027611245	0.0256866791873814	3.60615278029839e-10	2.68910812826851e-06	-1.11941274845937	TIMM22	17	905265	905314
ILMN_1706990	0.0404100251556791	0.0175236402121401	0.0211090035476562	0.999885543678052	-1.03006352235711	0.0264300527644004	0.0247855261601147	0.286265328415909	0.99938540358928	-1.02363239191805	ZNF271	18	32887641	32887691
ILMN_1707051	0.0660316565796086	0.0215784264114034	0.00221279743125533	0.999885543678052	-1.0483581635891	0.0460281171780378	0.032335311236938	0.15460199824437	0.99938540358928	-1.03529949899974	NFATC1	18	77227845	77227894
ILMN_1707062	0.0186578227802771	0.0202125378521	0.355964656854538	0.999885543678052	-1.01639839488623	0.0752022068029725	0.0234277084152379	0.00132749503989992	0.99938540358928	-1.05707301170653	REV1	2	100017643	100017692
ILMN_1707077	-0.251906645654171	0.0232451826790696	2.30037530119806e-27	2.55134624655877e-23	1.18993337476672	-0.378068935295864	0.0335213110130553	1.67645502842033e-29	1.85667394397552e-25	1.29483340835991	SORT1	1	109852531	109852580
ILMN_1707084	0.155945725408471	0.0219122952070957	1.10450518922777e-12	9.90078451623773e-09	-1.11642000526317	0.263288659379922	0.029261586317391	2.30374878879089e-19	2.24223869613017e-15	-1.20233369143785	UBE2D4	7	43993002	43993051
ILMN_1707088	0.0651627975373216	0.0187315867160071	0.00050372918248632	0.999885543678052	-1.05116647810843	0.211493126993005	0.0239311912808024	9.78394522749328e-19	9.41215530884854e-15	-1.16435147383011	DENND2D	1	111730015	111730064
ILMN_1707137	-0.0247696157077412	0.0294606965729417	0.400477826585566	0.999885543678052	1.01525824773822	-0.0849078581463289	0.0373981385874871	0.0231847439611329	0.99938540358928	1.06805931383392	C17orf97	17	264271	264320
ILMN_1707156	-0.0507063111122025	0.0136137956854137	0.000195604213990992	0.999885543678052	1.03089569715464	-0.0897082881654789	0.0185417467495048	1.31034164744267e-06	0.00771529162014244	1.06113894175082	LRRFIP2	3	37094904	37094953
ILMN_1707169	0.134406941608479	0.0231877539956551	6.77284054896505e-09	5.34106205691384e-05	-1.09497151955814	0.283283116450482	0.0315881466867383	3.01893523080458e-19	2.93289557672665e-15	-1.21680094151264	AGMAT	1	15899261	15899310
ILMN_1707175	-0.0276522560408056	0.0159077774925486	0.0821605522734649	0.999885543678052	1.02028649569542	-0.0115988545994365	0.025005507001844	0.642753779917912	0.99938540358928	1.01288931438271	NSD1	5	176562825	176562874
ILMN_1707199	-0.0504025943138376	0.0164866514961931	0.00223433087080522	0.999885543678052	1.02851920423871	-0.0758176070756896	0.0204379689749412	0.000207550157159343	0.943938114760692	1.04583557981285	WDR20	14	102689760	102689810
ILMN_1707240	-0.0377147788849753	0.024362431483996	0.12160515176402	0.999885543678052	1.02320691425485	-0.131008394838117	0.0314008567912169	3.01767981909168e-05	0.15405255476463	1.09129943319785	PTBP2	1	97279843	97279891
ILMN_1707286	-0.347839822836214	0.0212973395591733	5.79141247370849e-60	6.88309372500254e-56	1.26757579374294	-0.445235882407208	0.0350939030406325	6.982066863169e-37	8.07406212056863e-33	1.36102113985276	PLBD1	12	14656815	14656864
ILMN_1707304	-0.0977497844141292	0.0209787705183958	3.17036887003902e-06	0.0213492639708428	1.10473671518046	-0.158224040727234	0.0302267021346134	1.65361912666718e-07	0.00105137104073499	1.15742569847936	KLF1	19	12995491	12995540
ILMN_1707312	-0.417808659142673	0.0323048782182962	2.92013490969547e-38	3.38706448175578e-34	1.3298881886562	-0.618955737837026	0.0438819492080906	3.53692799607647e-45	4.17569719216788e-41	1.5311722709365	NFIL3	9	94171631	94171680
ILMN_1707336	-0.112529934804533	0.0144443242116638	6.6692368720277e-15	6.3070973098766e-11	1.0864693935933	-0.206792049692551	0.0179919391714903	1.42074985581436e-30	1.58640928900231e-26	1.15706744263911	ARPC4	3	9848389	9848438
ILMN_1707337	0.0791100281817504	0.027137302458048	0.00355487362208135	0.999885543678052	-1.05689493898167	0.120918984672478	0.0353210709570185	0.000618376524648673	0.99938540358928	-1.08730752931866	MSTO1	1	155584632	155584681
ILMN_1707339	0.11090900022519	0.0218455998410072	3.83543401987111e-07	0.00276266312451316	-1.08124680668493	0.16412524283013	0.028974047623331	1.47401934150824e-08	0.000100852403345994	-1.13181595630877	BTG3	21	18966441	18966490
ILMN_1707342	0.179760261576286	0.0267185559821004	1.72107511979767e-11	1.49527006408022e-07	-1.13559050386477	0.244713036203233	0.0307433195669647	1.72210661236894e-15	1.53646351955557e-11	-1.18464716562161	LRIG1	3	66429626	66429675
ILMN_1707372	-0.0396942440412795	0.0209808710013221	0.0585009128828273	0.999885543678052	1.0461386991835	-0.0422197682977428	0.036589944155691	0.24855650226065	0.99938540358928	1.04869838045856	RNF187	1	228681822	228681871
ILMN_1707448	-0.0116645149451702	0.0186456580273107	0.531584682825507	0.999885543678052	1.00740720241614	-0.0090718252883246	0.0237643293264082	0.702653284156797	0.99938540358928	1.00703660526322	CDK12	17	37688230	37688279
ILMN_1707475	0.203289237622298	0.0218334321733047	1.26735424082306e-20	1.3136126706131e-16	-1.15836229122261	0.232302684835094	0.0314347746022795	1.46839334354841e-13	1.24079237529841e-09	-1.18674720510536	UBE2E2	3	23631877	23631926
ILMN_1707481	-0.0348862527208668	0.0231066333618102	0.131096037279386	0.999885543678052	1.02173527581887	-0.0663241159850646	0.0331268305939845	0.0452710937122398	0.99938540358928	1.0436135548643	ZBTB44	11	130096665	130096714
ILMN_1707484	0.0674307245582745	0.028514017240747	0.0180384835352265	0.999885543678052	-1.05013088403801	0.065173877156159	0.0401650730836622	0.104664132008508	0.99938540358928	-1.04267634963747	GEMIN6	2	39008887	39008936
ILMN_1707491	0.0571114644125701	0.0275483115313329	0.03815939471059	0.999885543678052	-1.0425747650448	0.0635770815971028	0.0355292584316404	0.0735457695654811	0.99938540358928	-1.0477780574334	KIAA0125	14	106398085	106398134
ILMN_1707493	0.044530521805692	0.0253351519450215	0.0788057900528589	0.999885543678052	-1.03089872395189	0.0165264646207446	0.0354174646660683	0.640772436807763	0.99938540358928	-1.01042525884926	RCC1	1	28865183	28865235
ILMN_1707503	0.00245931046987319	0.0121301922107556	0.839335982135707	0.999885543678052	1.00042526041735	-0.0314724828581698	0.017642273567936	0.0744359452308461	0.99938540358928	1.02255732285002	C1orf144	1	16722727	16722777
ILMN_1707506	-0.0263737072782227	0.012597745375373	0.0363022270601996	0.999885543678052	1.01151819096401	-0.0518352706408368	0.0152517563712854	0.000677211212190504	0.99938540358928	1.03143312438989	YTHDC1	4	69179155	69179204
ILMN_1707551	-0.0118386450811481	0.0200945654993738	0.555762930758607	0.999885543678052	1.01383576017635	0.0370110073351116	0.0309444221073311	0.231677914423188	0.99938540358928	-1.01752915396606	AFMID	17	76203276	76203325
ILMN_1707585	0.178337442021152	0.0271081080035759	4.7442243338941e-11	4.05766458960817e-07	-1.1380885524382	0.294156964687243	0.0346378248136993	2.02478287752406e-17	1.88709764185242e-13	-1.2380704227439	SLC46A2	9	115641299	115641348
ILMN_1707627	0.0713808990741329	0.0140002277127136	3.42260215631652e-07	0.00247043423642926	-1.05149036440362	0.0955560958170874	0.019079797055643	5.4931613778154e-07	0.00335412433729408	-1.07076578618029	TPI1	12	6978930	6979254
ILMN_1707631	0.0995540336847115	0.0154871996633922	1.29166736178494e-10	1.0888755859847e-06	-1.07339907126391	0.136466992172025	0.0230294149941143	3.10839394399604e-09	2.21379816691398e-05	-1.1026909489262	MED10	5	6372371	6372420
ILMN_1707634	0.0161267116244251	0.0254261493859547	0.525913155196849	0.999885543678052	-1.012155852786	0.0613007537181263	0.0343228886335981	0.0740989061331753	0.99938540358928	-1.04135516606935	CMC1	3	28283284	28304811
ILMN_1707695	-0.19217437752417	0.0324278961637919	3.10014538132608e-09	2.48414649405659e-05	1.12485242903785	-0.264725577951184	0.0357750003556796	1.36454935703365e-13	1.15381392784913e-09	1.16822522967143	IFIT1	10	91163389	91163438
ILMN_1707710	-0.17332329347513	0.0266722963104246	8.12587999542865e-11	6.90537282011527e-07	1.13103873609899	-0.280771937511925	0.0376400289834644	8.69190258905143e-14	7.39333234224715e-10	1.21954772188788	SLC6A13	12	330125	330174
ILMN_1707720	-0.048606373793188	0.0250415524448319	0.0522547875659666	0.999885543678052	1.05200330554926	0.00652154600590517	0.0399777821847754	0.870416662576943	0.99938540358928	1.01760453503324	SLC1A5	19	47278238	47278287
ILMN_1707748	0.0927758316656382	0.0193085152330395	1.54814970781631e-06	0.0107131959780889	-1.06910798113958	0.122146748381552	0.0261620247067318	3.02880313776761e-06	0.0172126882319333	-1.0968794330301	PIM3	22	50357396	50357445
ILMN_1707763	0.0180793837888024	0.0212422565718191	0.394711210990121	0.999885543678052	-1.00752142627912	0.0206536908199813	0.0315055671846855	0.512109287760046	0.99938540358928	-1.00965514834374	ST7	7	116859194	116861990
ILMN_1707783	0.000478777814997198	0.0216594347821385	0.98236434500689	0.999885543678052	1.00097608402486	-0.0416458841518015	0.0314473424028883	0.185401650594223	0.99938540358928	1.03236210938425	CCDC72	3	48481703	48481842
ILMN_1707810	0.222552548928141	0.0201782716932743	2.75953679179004e-28	3.07633161548754e-24	-1.163301058586	0.308278446577115	0.02906902241395	2.82311863004268e-26	3.042474947597e-22	-1.23557567256605	RPS5	19	58904508	58904730
ILMN_1707858	-0.0148385684203346	0.0146329720658307	0.310558793578527	0.999885543678052	1.00832397674399	-0.056410169561487	0.0180375997804908	0.00176380425981386	0.99938540358928	1.03605995870023	H2AFZ	4	100869531	100869580
ILMN_1707901	-0.0870417145248869	0.018847959771501	3.87274427381681e-06	0.0258892954704654	1.05684958309644	-0.152227713987779	0.0311845821398289	1.05278904998278e-06	0.00626198926929758	1.10506985004576	DHRS7B	17	21094438	21094487
ILMN_1707943	-0.0535864343062694	0.0209798296410543	0.0106435695058937	0.999885543678052	1.03446922231641	-0.0682764509719641	0.0290887044237909	0.0189160690687549	0.99938540358928	1.0450741200431	C19orf39	19	11487322	11487371
